"一级","专业名","专业id","专业编码","别名"
计算机类,区块链技术,100356,"0/100308/100356","区块链技术,Blockchain Technology"
旅游类,旅游管理,100358,"0/100357/100358","旅游管理,Tourism Management"
旅游类,导游,100359,"0/100357/100359","导游,Guide"
旅游类,旅行社经营与管理,100360,"0/100357/100360","旅行社经营与管理,Travel Agency Operation and Management"
旅游类,定制旅行管理与服务,100361,"0/100357/100361","定制旅行管理与服务,Customized travel management and services"
旅游类,研学旅行管理与服务,100362,"0/100357/100362","研学旅行管理与服务,Study tour management and services"
旅游类,酒店管理与数字化运营,100363,"0/100357/100363","酒店管理与数字化运营,Hotel Management and Digital Operations,Hospitality Management and Digital Operations"
旅游类,民宿管理与运营,100364,"0/100357/100364","民宿管理与运营,B&B management and operation"
旅游类,葡萄酒文化与营销,100365,"0/100357/100365","葡萄酒文化与营销,Wine Culture and Marketing"
旅游类,茶艺与茶文化,100366,"0/100357/100366","茶艺与茶文化,Tea Art and Tea Culture"
旅游类,智慧景区开发与管理,100367,"0/100357/100367","智慧景区开发与管理,Smart scenic spot development and management"
旅游类,智慧旅游技术应用,100368,"0/100357/100368","智慧旅游技术应用,Smart Tourism Technology Application"
旅游类,会展策划与管理,100369,"0/100357/100369","会展策划与管理,Exhibition Planning and Management"
旅游类,休闲服务与管理,100370,"0/100357/100370","休闲服务与管理,Leisure services and management"
旅游类,旅游服务与管理,100371,"0/100357/100371","旅游服务与管理,Tourism Services and Management"
旅游类,导游服务,100372,"0/100357/100372","导游服务,Tour guide service"
旅游类,康养休闲旅游服务,100373,"0/100357/100373","康养休闲旅游服务,Health and leisure tourism services"
旅游类,高星级饭店运营与管理,100374,"0/100357/100374","高星级饭店运营与管理,High-star hotel operation and management"
旅游类,茶艺与茶营销,100375,"0/100357/100375","茶艺与茶营销,Tea Art and Tea Marketing"
旅游类,会展服务与管理,100376,"0/100357/100376","会展服务与管理,Exhibition services and management"
旅游类,酒店管理,100377,"0/100357/100377","酒店管理,Hotel Management,Hospitality Management"
旅游类,旅游规划与设计,100378,"0/100357/100378","旅游规划与设计,Tourism Planning and Design"
中西医结合类,中西医临床医学,100380,"0/100379/100380","中西医临床医学,Clinical Medicine of Traditional Chinese and Western Medicine"
中西医结合类,中西医结合,100381,"0/100379/100381","中西医结合,Combining Chinese and Western Medicine"
化学工程与技术类,化学工程与技术,100383,"0/100382/100383","化学工程与技术,Chemical Engineering and Technology"
理论经济学类,理论经济学,100385,"0/100384/100385","理论经济学,Theoretical Economics"
水产类,水产养殖学,100387,"0/100386/100387","水产养殖学,Aquaculture"
水产类,海洋渔业科学与技术,100388,"0/100386/100388","海洋渔业科学与技术,Marine Fisheries Science and Technology"
水产类,水族科学与技术,100389,"0/100386/100389","水族科学与技术,Aquatic Science and Technology"
水产类,水生动物医学,100390,"0/100386/100390","水生动物医学,Aquatic Animal Medicine"
水产类,水产,100391,"0/100386/100391","水产,Aquatic Products"
地理学类,地理学,100393,"0/100392/100393","地理学,Geography"
有色金属材料类,有色金属智能冶金技术,100395,"0/100394/100395","有色金属智能冶金技术,Intelligent Metallurgical Technology for Nonferrous Metals"
有色金属材料类,金属智能加工技术,100396,"0/100394/100396","金属智能加工技术,Intelligent metal processing technology"
有色金属材料类,金属精密成型技术,100397,"0/100394/100397","金属精密成型技术,Metal Precision Forming Technology"
有色金属材料类,储能材料技术,100398,"0/100394/100398","储能材料技术,Energy Storage Material Technology"
有色金属材料类,稀土材料技术,100399,"0/100394/100399","稀土材料技术,Rare Earth Materials Technology"
有色金属材料类,有色金属冶炼技术,100400,"0/100394/100400","有色金属冶炼技术,Nonferrous metal smelting technology"
有色金属材料类,金属压力加工,100401,"0/100394/100401","金属压力加工,Metal pressure processing"
有色金属材料类,材料化冶金应用技术,100402,"0/100394/100402","材料化冶金应用技术,Material metallurgy application technology"
有色金属材料类,金属智能成型技术,100403,"0/100394/100403","金属智能成型技术,Metal Intelligent Forming Technology"
有色金属材料类,储能材料工程技术,100404,"0/100394/100404","储能材料工程技术,Energy Storage Materials Engineering Technology"
仪器类,测控技术与仪器,100406,"0/100405/100406","测控技术与仪器,Measurement and control technology and instruments"
仪器类,精密仪器,100407,"0/100405/100407","精密仪器,Precision Instruments"
仪器类,智能感知工程,100408,"0/100405/100408","智能感知工程,Intelligent Perception Engineering"
测绘地理信息类,工程测量技术,100410,"0/100409/100410","工程测量技术,Engineering Surveying Technology"
测绘地理信息类,测绘工程技术,100411,"0/100409/100411","测绘工程技术,Surveying and Mapping Engineering Technology"
测绘地理信息类,测绘地理信息技术,100412,"0/100409/100412","测绘地理信息技术,Surveying and Mapping Geographic Information Technology"
测绘地理信息类,摄影测量与遥感技术,100413,"0/100409/100413","摄影测量与遥感技术,Photogrammetry and remote sensing technology"
测绘地理信息类,地籍测绘与土地管理,100414,"0/100409/100414","地籍测绘与土地管理,Cadastral Surveying and Land Management"
测绘地理信息类,国土空间规划与测绘,100415,"0/100409/100415","国土空间规划与测绘,National land space planning and surveying"
测绘地理信息类,无人机测绘技术,100416,"0/100409/100416","无人机测绘技术,Drone mapping technology"
测绘地理信息类,矿山测量,100417,"0/100409/100417","矿山测量,Mine Surveying"
测绘地理信息类,导航与位置服务,100418,"0/100409/100418","导航与位置服务,Navigation and location services"
测绘地理信息类,空间数字建模与应用技术,100419,"0/100409/100419","空间数字建模与应用技术,Spatial digital modeling and application technology"
测绘地理信息类,地图绘制与地理信息系统,100420,"0/100409/100420","地图绘制与地理信息系统,Cartography and Geographic Information Systems"
测绘地理信息类,地质与测量,100421,"0/100409/100421","地质与测量,Geology and Surveying"
测绘地理信息类,航空摄影测量,100422,"0/100409/100422","航空摄影测量,Aerial Photogrammetry"
测绘地理信息类,导航工程技术,100423,"0/100409/100423","导航工程技术,Navigation Engineering Technology"
测绘地理信息类,地理信息技术,100424,"0/100409/100424","地理信息技术,Geographic Information Technology"
公共事业类,党务工作,100426,"0/100425/100426","党务工作,Party work"
公共事业类,公益慈善事业管理,100427,"0/100425/100427","公益慈善事业管理,Charity Management"
公共事业类,社会工作事务,100428,"0/100425/100428","社会工作事务,Social Work Affairs"
公共事业类,社区公共事务管理,100429,"0/100425/100429","社区公共事务管理,Community Public Affairs Management"
公共事业类,智慧社区管理,100430,"0/100425/100430","智慧社区管理,Smart community management"
民族文化艺术类,民族表演艺术,100432,"0/100431/100432","民族表演艺术,National performing arts"
民族文化艺术类,民族美术,100433,"0/100431/100433","民族美术,National Art"
民族文化艺术类,民族服装与饰品,100434,"0/100431/100434","民族服装与饰品,National clothing and accessories"
民族文化艺术类,民族传统技艺,100435,"0/100431/100435","民族传统技艺,National traditional skills"
民族文化艺术类,中国少数民族语言文化,100436,"0/100431/100436","中国少数民族语言文化,Chinese Minority Languages ​​and Cultures"
民族文化艺术类,民族音乐与舞蹈,100437,"0/100431/100437","民族音乐与舞蹈,Folk music and dance"
民族文化艺术类,民族纺染织绣技艺,100438,"0/100431/100438","民族纺染织绣技艺,National textile, dyeing, weaving and embroidery skills"
民族文化艺术类,民间传统工艺,100439,"0/100431/100439","民间传统工艺,Traditional folk crafts"
民族文化艺术类,民族工艺品设计与制作,100440,"0/100431/100440","民族工艺品设计与制作,Design and production of ethnic handicrafts"
生物医学工程类,生物医学工程,100442,"0/100441/100442","生物医学工程,Biomedical Engineering"
生物医学工程类,假肢矫形工程,100443,"0/100441/100443","假肢矫形工程,Prosthetics and Orthotics Engineering"
生物医学工程类,临床工程技术,100444,"0/100441/100444","临床工程技术,Clinical Engineering Technology"
生物医学工程类,康复工程,100445,"0/100441/100445","康复工程,Rehabilitation Engineering"
机械工程类,机械工程,100447,"0/100446/100447","机械工程,Mechanical Engineering"
公安学类,治安学,100449,"0/100448/100449","治安学,Public Security"
公安学类,侦査学,100450,"0/100448/100450","侦査学,Criminal Investigation"
公安学类,边防管理,100451,"0/100448/100451","边防管理,Border Management"
公安学类,禁毒学,100452,"0/100448/100452","禁毒学,Drug Control"
公安学类,警犬技术,100453,"0/100448/100453","警犬技术,Police dog technology"
公安学类,经济犯罪侦査,100454,"0/100448/100454","经济犯罪侦査,Economic crime investigation"
公安学类,边防指挥,100455,"0/100448/100455","边防指挥,Border Command"
公安学类,消防指挥,100456,"0/100448/100456","消防指挥,Fire Command"
公安学类,警卫学,100457,"0/100448/100457","警卫学,Security Science"
公安学类,公安情报学,100458,"0/100448/100458","公安情报学,Public Security Intelligence"
公安学类,犯罪学,100459,"0/100448/100459","犯罪学,Criminology"
公安学类,公安管理学,100460,"0/100448/100460","公安管理学,Public Security Management"
公安学类,涉外警务,100461,"0/100448/100461","涉外警务,Foreign police affairs"
公安学类,国内安全保卫,100462,"0/100448/100462","国内安全保卫,Domestic security"
公安学类,警务指挥与战术,100463,"0/100448/100463","警务指挥与战术,Police Command and Tactics"
公安学类,技术侦查学,100464,"0/100448/100464","技术侦查学,Technical Investigation"
公安学类,海警执法,100465,"0/100448/100465","海警执法,Coast Guard Law Enforcement"
公安学类,公安政治工作,100466,"0/100448/100466","公安政治工作,Public Security Political Work"
公安学类,移民管理,100467,"0/100448/100467","移民管理,Immigration Management"
公安学类,出入境管理,100468,"0/100448/100468","出入境管理,Immigration management"
公安学类,反恐警务,100469,"0/100448/100469","反恐警务,Counter-terrorism policing"
公安学类,消防政治工作,100470,"0/100448/100470","消防政治工作,Firefighting political work"
公安学类,铁路警务,100471,"0/100448/100471","铁路警务,Railway Police"
公安学类,公安学,100472,"0/100448/100472","公安学,Public Security"
戏剧与影视学类,表演,100474,"0/100473/100474","表演,Performance"
戏剧与影视学类,戏剧学,100475,"0/100473/100475","戏剧学,Drama"
