标签名,公司名,公司别名
上市公司,上海实业发展股份有限公司,"上海实业发展股份有限公司,上实发展,Shanghai Industrial Development Co.,Ltd,上海浦东不锈薄板股份有限公司"
中国500强,上海实业控股有限公司,"上海实业控股有限公司,上实控股"
"上市公司,区域百强",上海家化联合股份有限公司,"上海家化联合股份有限公司,上海家化,高夫,一花一木,上海家化股份有限公司,启初,美加净,佰草集,家安,Maxam,VIVE,上海家化有限公司"
上市公司,上海宽频科技股份有限公司,"上海宽频科技股份有限公司,沪科,ST沪科,宽频科技"
上市公司,上海富控互动娱乐股份有限公司,"上海富控互动娱乐股份有限公司,海鸟发展,上海中技投资控股股份有限公司,上海澄海企业发展股份有限公司,富控互动"
上市公司,上海富瀚微电子股份有限公司,"上海富瀚微电子股份有限公司,富瀚微,Shanghai Fullhan Microelectronics Co., Ltd.,上海富瀚微电子有限公司"
"《财富》中国500强,《财富》中国500强净资产收益率（ROE）10强,《财富》中国500强,大厂经验,独角兽",上海寻梦信息技术有限公司,"上海寻梦信息技术有限公司,拼多多"
区域百强,上海展志实业集团有限责任公司,"上海展志实业集团有限责任公司,上海展志实业集团有限公司,展志集团"
上市公司,上海岩石企业发展股份有限公司,"上海岩石企业发展股份有限公司,匹凸,Shanghai Yanshi Enterprise Development Co., Ltd,岩石股份"
中国药品研发综合实力100强,上海岸迈生物科技有限公司,
上市公司,上海巴安水务股份有限公司,"上海巴安水务股份有限公司,SafBon Water Service (Holding) Inc., Shanghai,巴安水务,上海巴安水处理工程有限公司"
上市公司,上海市北高新股份有限公司,"上海市北高新股份有限公司,二纺机,上海二纺机股份有限公司,市北高新"
上市公司,上海市天宸股份有限公司,"上海市天宸股份有限公司,天宸股份"
上市公司,上海广泽食品科技股份有限公司,"上海广泽食品科技股份有限公司,大成股份,Shanghai Ground Food Tech Co., Ltd.,广泽食品"
上市公司,上海康耐特旗计智能科技集团股份有限公司,"上海康耐特旗计智能科技集团股份有限公司,康旗股份,Shanghai Conant Macroflag Group Co., Ltd.,上海康耐特光学有限公司,上海康耐特光学股份有限公司,康耐特旗计"
上市公司,上海康达化工新材料股份有限公司,"上海康达化工新材料股份有限公司,Shanghai Kangda New Materials Co.,Ltd,康达新材"
上市公司,上海延华智能科技(集团)股份有限公司,"上海延华智能科技(集团)股份有限公司,延华智能,SHANGHAI YANHUA SMARTECH  GROUP CO.,LTD.,上海延华智能科技股份有限公司,上海延华智能科技有限公司"
中国物业服务企业综合实力500强,上海延吉物业管理有限公司,
中国房地产百强企业,上海建工房产有限公司,
"上市公司,中国500强,区域百强",上海建工集团股份有限公司,"上海建工集团股份有限公司,上海建工,Shanghai Construction Group Co., Ltd.,上海建工股份有限公司"
上市公司,上海开创国际海洋资源股份有限公司,"上海开创国际海洋资源股份有限公司,开创国际"
上市公司,上海开开实业股份有限公司,"上海开开实业股份有限公司,开开实业"
上市公司,上海开能环保设备股份有限公司,"上海开能环保设备股份有限公司,Shanghai Canature Environmental Products Co.,Ltd.,开能环保"
全国高新区盈利能力百强,上海张江高新技术产业开发区,
上市公司,上海张江高科技园区开发股份有限公司,"上海张江高科技园区开发股份有限公司,张江高科,Shanghai Zhangjiang Hi-Tech Park Development Co.,Ltd"
"上市公司,区域百强",上海强生控股股份有限公司,"上海强生控股股份有限公司,强生控股,Shanghai Qiangsheng Holding Co.,Ltd."
上市公司,上海徐家汇商城股份有限公司,"上海徐家汇商城股份有限公司,徐家汇,Shanghai Xujiahui Commercial Co.,Ltd."
中国房地产百强企业,上海徐汇城市建设投资（集团）有限公司,
中国物业服务企业综合实力500强,上海德律风置业有限公司,
上市公司,上海悦心健康集团股份有限公司,"上海悦心健康集团股份有限公司,悦心健康,SHANGHAI  EVERJOY  HEALTH  GROUP  CO., LTD.,上海斯米克建筑陶瓷股份有限公司,上海斯米克控股股份有限公司"
独角兽,上海找钢网信息科技股份有限公司,"上海找钢网信息科技股份有限公司,找钢网,上海钢富电子商务有限公司"
独角兽,上海拉扎斯信息科技有限公司,"上海拉扎斯信息科技有限公司,饿了么"
"上市公司,区域百强",上海振华重工(集团)股份有限公司,"上海振华重工(集团)股份有限公司,江苏道达海洋重工股份有限公司,振华重工"
"中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",上海振新物业管理有限公司,
上市公司,上海摩恩电气股份有限公司,"上海摩恩电气股份有限公司,摩恩电气,SHANGHAI MORN ELECTRIC EQUIPMENT CO.,LTD,上海摩恩电气有限公司"
区域百强,上海斐讯数据通信技术有限公司,"上海斐讯数据通信技术有限公司,斐讯,上海斐讯,PHICOMM"
上市公司,上海新世界股份有限公司,"上海新世界股份有限公司,新世界,蔡同德堂,上海新世界"
上市公司,上海新华传媒股份有限公司,"上海新华传媒股份有限公司,新华传媒,Shanghai Xinhua Media Co., Ltd.,华联超市股份有限公司"
上市公司,上海新南洋股份有限公司,"上海新南洋股份有限公司,Shanghai Xin Nanyang Co.,Ltd.,新南洋"
上市公司,上海新文化传媒集团股份有限公司,"上海新文化传媒集团股份有限公司,新文化,SHANGHAI NEW CULTURE MEDIA GROUP CO.,LTD."
上市公司,上海新时达电气股份有限公司,"上海新时达电气股份有限公司,Shanghai STEP Electric Corporation,新时达,上海新时达电气有限公司,STEP"
上市公司,上海新朋实业股份有限公司,"上海新朋实业股份有限公司,新朋股份,SHANGHAI XINPENG INDUSTRY CO.,LTD.,上海新朋实业有限公司,新朋实业"
上市公司,上海新梅置业股份有限公司,"上海新梅置业股份有限公司,Shanghai Xinmei Real Estate Co., Ltd.,*ST上海,上海港机股份有限公司,新梅置业"
上市公司,上海新阳半导体材料股份有限公司,"上海新阳半导体材料股份有限公司,Shanghai Sinyang Semiconductor Materials Co.,Ltd.,上海新阳,上海新阳半导体材料有限公司"
上市公司,上海新黄浦置业股份有限公司,"上海新黄浦置业股份有限公司,新黄浦,新黄浦置业"
"中国公众物业服务领先企业,中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",上海明华智慧城市运营管理有限公司,
独角兽,上海易果电子商务有限公司,"上海易果电子商务有限公司,易果生鲜网,易果电商"
区域百强,上海春秋国际旅行社(集团)有限公司,"上海春秋国际旅行社(集团)有限公司,春秋旅行社,上海春秋国际旅行社有限公司,春秋旅游,春秋国际旅行社,上海春秋国际旅行社,春秋国旅"
瞪羚企业,上海显耀,
区域百强,上海晨光文具股份有限公司,"上海晨光文具股份有限公司,晨光文具,科力普,晨光文具股份有限公司,MG,晨光(文具品牌)"
上市公司,上海普丽盛包装股份有限公司,"上海普丽盛包装股份有限公司,普丽盛,Shanghai Precise Packaging Co., Ltd."
上市公司,上海普利特复合材料股份有限公司,"上海普利特复合材料股份有限公司,SHANGHAI PRET COMPOSITES CO.,LTD.,普利特,上海普利特复合材料有限公司"
上市公司,上海普天邮通科技股份有限公司,"上海普天邮通科技股份有限公司,上普,Shanghai Potevio Co.,Ltd.,普天邮通,上海普天,上海邮电通信设备股份有限公司,华东邮电器材厂"
"中国房地产企业综合实力100强,世界500强,中国500强,地产百强",上海景瑞地产(集团)有限公司,"上海景瑞地产(集团)有限公司,景瑞地产,景瑞地产(集团)有限公司,景瑞控股有限公司,中国500强,上海景瑞地产"
"中国住宅物业服务领先企业,中国品质物业服务领先企业,中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",上海景瑞物业管理有限公司,
"中国VR50强企业,VR50强企业",上海曼恒数字技术股份有限公司,
"中国药品研发综合实力100强,中国药品研发综合实力100强",上海有早匠药（佳团）股公右阳八司,
"上市公司,区域百强",上海机场(集团)有限公司,"上海机场(集团)有限公司,上海机场"
上市公司,上海机电股份有限公司,"上海机电股份有限公司,上海机电,Shanghai Mechanical & Electrical Industry Co.,Ltd.,上海上菱电器股份有限公司,上海电气股份有限公司"
上市公司,上海柘中集团股份有限公司,"上海柘中集团股份有限公司,Shanghai Zhezhong Group Co., Ltd,柘中股份"
上市公司,上海柴油机股份有限公司,"上海柴油机股份有限公司,上柴股份,Shanghai Diesel Engine Co.,Ltd.,上海市柴油机股份有限公司,上柴动力,上海柴油机厂"
"上市公司,中国500强",上海梅林正广和股份有限公司,"上海梅林正广和股份有限公司,上海梅林,正广和,梅林正广和"
上市公司,上海氯碱化工股份有限公司,"上海氯碱化工股份有限公司,氯碱化工,国有特大型企业——上海氯碱总厂"
上市公司,上海永利带业股份有限公司,"上海永利带业股份有限公司,永利股份,Shanghai Yongli Belting Co.,Ltd.,上海永利带业制造有限公司,永利带业"
"中国物业城市服务领先企业,中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",上海永升物业管理有限公司,
"中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",上海永绿置业有限公司,
区域百强,上海永达控股(集团)有限公司,"上海永达控股(集团)有限公司,上海永达投资集团有限公司,上海永达投资有限公司,上海永达投资(集团)有限公司"
中国药品研发综合实力100强,上海汇伦医药股份有限公司,
上市公司,上海汇纳信息科技股份有限公司,"上海汇纳信息科技股份有限公司,汇纳科技,WINNER INFORMATION TECHNOLOGY CO.,INC.,上海汇纳科技"
上市公司,上海汇通能源股份有限公司,"上海汇通能源股份有限公司,汇通能源,上海轻工机械股份有限公司"
"中国软件业务收入前百家企业,中国软件业务收入前百家企业,上市公司",上海汉得信息技术股份有限公司,"上海汉得信息技术股份有限公司,汉得信息,Hand Enterprise Solutions Co.,Ltd,汉得信息技术股份有限公司,上海汉得信息,汉得信息技术有限公司,上海全富汉得软件技术有限公司,上海汉得信息技术有限公司,上海汉得"
区域百强,上海汉滨实业发展有限公司,上海汉滨实业发展有限公司
上市公司,上海汉钟精机股份有限公司,"上海汉钟精机股份有限公司,汉钟精机,SHANGHAI HANBELL PRECISE MACHINERY CO.,LTD.,上海汉钟机械有限公司"
"《财富》中国500强,上市公司,世界500强,中国500强,区域百强",上海汽车集团股份有限公司,"上海汽车集团股份有限公司,上海汽车(上汽集团),上海汽车股份有限公司,依维柯,上海汽车,MG,上汽集团,申沃客车"
上市公司,上海沃施园艺股份有限公司,"上海沃施园艺股份有限公司,沃施股份,Shanghai Worth Garden Co.,Ltd.,上海沃施园艺用品制造有限公司,沃施园艺"
上市公司,上海泰胜风能装备股份有限公司,"上海泰胜风能装备股份有限公司,泰胜风能,Shanghai Taisheng Wind Power Equipment Co., Ltd."
独角兽,上海洋码头网络技术有限公司,"上海洋码头网络技术有限公司,洋码头,上海奕惠嘉网络技术有限公司"
中国药品研发综合实力100强,上海津曼特生物科技有限公司,
"中国银行业前100强,上市公司,世界500强,中国500强,中国房地产百强企业,中国银行业100强,区域百强",上海浦东发展银行股份有限公司,"上海浦东发展银行股份有限公司,浦发银行"
中国房地产百强企业,上海浦东开发（集团）有限公司,
上市公司,上海浦东路桥建设股份有限公司,"上海浦东路桥建设股份有限公司,浦东建设,路桥建设"
"中国物业服务市场化运营领先企业,中国物业服务企业综合实力500强",上海浦江物业有限公司,
上市公司,上海海得控制系统股份有限公司,"上海海得控制系统股份有限公司,海得控制,Shanghai Hi-tech Control System Co.,Ltd"
上市公司,上海海欣集团股份有限公司,"上海海欣集团股份有限公司,海欣股份,Shanghai Haixin Group Co., Ltd."
上市公司,上海海立(集团)股份有限公司,"上海海立(集团)股份有限公司,海立股份,上海海立股份有限公司,上海冰箱压缩机股份有限公司"
上市公司,上海海顺新型药用包装材料股份有限公司,"上海海顺新型药用包装材料股份有限公司,海顺新材,Shanghai Haishun New Pharmaceutical Packaging Co.,Ltd."
上市公司,上海润欣科技股份有限公司,"上海润欣科技股份有限公司,润欣科技,Shanghai Fortune Techgroup Co.,Ltd.,上海润欣科技有限公司"
上市公司,上海游久游戏股份有限公司,"上海游久游戏股份有限公司,Shanghai U9 Game Co.,Ltd.,游久游戏"
中国物业服务企业综合实力500强,上海漕河泾开发区物业管理有限公司,
