"F_ID","F_SKILL_ID","F_ALIAS"
101081,101081,黑盒测试
118606,101082,Hardware Testing
101082,101082,硬件测试
118607,101083,Mobile-side testing
101083,101083,移动端测试
118608,101084,Gray Box Testing
101084,101084,灰盒测试
101086,101086,Bugfree
101087,101087,Postman
101088,101088,Quality Center
118612,101089,ZenTao
101089,101089,禅道
101090,101090,Charles
101093,101093,Golang
101094,101094,SQL
101095,101095,Shell
101096,101096,Python
101097,101097,C
101098,101098,Java
101099,101099,C++
118621,101101,Web Testing Development
101101,101101,Web测试开发
118622,101102,Interface test development
101102,101102,接口测试开发
118623,101103,Software test development
101103,101103,软件测试开发
118624,101104,Hardware test development
101104,101104,硬件测试开发
118625,101105,Game testing development
101105,101105,游戏测试开发
101107,101107,Linux
101108,101108,Windows
101110,101110,Oracle
101111,101111,MySQL
118630,101113,Robot Framework
101113,101113,RobotFramework
101114,101114,Selenium
101115,101115,Jmeter
101116,101116,TestNG
101117,101117,Appium
118635,101120,Safety Regulation Test
101120,101120,安规测试
118636,101121,Computer hardware testing
101121,101121,电脑硬件测试
118637,101122,Electrical performance testing
101122,101122,电性能测试
118638,101123,Electromagnetic compatibility testing
101123,101123,电磁兼容测试
118639,101124,Power supply testing
101124,101124,电源测试
118640,101125,Power consumption testing
101125,101125,功耗测试
118641,101126,Switch testing
101126,101126,交换机测试
118642,101127,Router Testing
101127,101127,路由器测试
118643,101128,Reliability Testing
101128,101128,可靠性测试
118644,101129,Drive Testing
101129,101129,驱动测试
118645,101130,RF Testing
101130,101130,射频测试
118646,101131,Mobile phone hardware testing
101131,101131,手机硬件测试
118647,101132,Drone testing
101132,101132,无人机测试
118648,101133,Chip testing
101133,101133,芯片测试
118649,101134,Whole Machine test
101134,101134,整机测试
118650,101135,Motherboard testing
101135,101135,主板测试
118651,101137,multimeter
101137,101137,万用表
118652,101138,Signal Generator
101138,101138,信号发生器
118653,101139,Oscilloscope
101139,101139,示波器
118654,101140,Logic Analyzer
101140,101140,逻辑分析仪
101143,101143,SQL
101144,101144,Python
101146,101146,SVN
101147,101147,Fiddler
101148,101148,GIT
101149,101149,JIRA
101151,101151,Oracle
101152,101152,MySQL
118663,101154,Software Testing
101154,101154,软件测试
118664,101155,Automated testing
101155,101155,自动化测试
118665,101156,APP Testing
101156,101156,APP测试
118666,101157,Android Testing
101157,101157,Android测试
118667,101158,iOS Testing
101158,101158,iOS测试
118668,101159,Mobile game testing
101159,101159,手游测试
118669,101160,Web game testing
101160,101160,页游测试
118670,101161,Functional testing
101161,101161,功能测试
118671,101162,Performance Testing
101162,101162,性能测试
118672,101164,SLG Games
101164,101164,SLG游戏
118673,101165,MMORPG games
101165,101165,MMORPG游戏
118674,101166,MOBA games
101166,101166,MOBA类游戏
118675,101167,Mobile Games
101167,101167,手游
118676,101168,Shooting Games
101168,101168,射击类游戏
101171,101171,SQL
101172,101172,Shell
101173,101173,Python
101174,101174,C
101175,101175,Java
118682,101177,Web
101177,101177,Web端
101178,101178,Linux
101179,101179,Windows
101181,101181,Oracle
101182,101182,MySQL
101183,101183,SQL Server
118688,101185,Software Testing
101185,101185,软件测试
118689,101186,Android Testing
101186,101186,Android测试
118690,101187,iOS Testing
101187,101187,iOS测试
118691,101188,Stress Testing
101188,101188,压力测试
118692,101189,Load Testing
101189,101189,负载测试
101191,101191,Jmeter
101192,101192,LoadRunner
118695,101195,Web Penetration Testing
101195,101195,web渗透测试
118696,101196,Security penetration testing
101196,101196,安全渗透测试
118697,101197,Intranet penetration
101197,101197,内网渗透
118698,101198,External network penetration
101198,101198,外网渗透
101200,101200,Linux
101201,101201,Windows
101203,101203,SqlMap
101204,101204,MSF
101205,101205,Nessus
101206,101206,AWVS
101207,101207,Nmap
101208,101208,Appscan
101209,101209,BurpSuite
101212,101212,SQL
101213,101213,Shell
101214,101214,Python
101215,101215,Java
101217,101217,SVN
101218,101218,Fiddler
101219,101219,GIT
101220,101220,JIRA
118716,101222,Software Testing
101222,101222,软件测试
118717,101223,Automated testing
101223,101223,自动化测试
118718,101224,APP Testing
101224,101224,APP测试
118719,101225,Android Testing
101225,101225,Android测试
118720,101226,iOS Testing
101226,101226,iOS测试
118721,101227,Mobile-side Automated Testing
101227,101227,移动端自动化测试
118722,101228,Mini Program Test
101228,101228,小程序测试
118723,101229,Functional testing
101229,101229,功能测试
118724,101230,Performance Testing
101230,101230,性能测试
101232,101232,Bugfree
101233,101233,Postman
101234,101234,Selenium
101235,101235,Quality Center
101236,101236,Jmeter
101237,101237,Appium
118731,101238,ZenTao
101238,101238,禅道
101239,101239,LoadRunner
101240,101240,Charles
101243,101243,Golang
101244,101244,SQL
101245,101245,PHP
101246,101246,Shell
101247,101247,Python
101248,101248,C
101249,101249,Java
101250,101250,C++
118742,101252,CRM system operation and maintenance
101252,101252,CRM系统运维
118743,101253,ERP Operation and Maintenance
101253,101253,ERP运维
118744,101254,EBS system operation and maintenance
101254,101254,EBS系统运维
101255,101255,AWS
118746,101256,IDC Operation and Maintenance
101256,101256,IDC运维
118747,101257,MES Operation and Maintenance
101257,101257,MES运维
118748,101258,ITIL Process Management
101258,101258,ITIL流程管理
118749,101259,Continuous Integration
101259,101259,持续集成
118750,101260,Fault monitoring
101260,101260,故障监控
118751,101261,Server Operation and Maintenance
101261,101261,服务器运维
118752,101262,Configuration Management
101262,101262,配置管理
118753,101263,Equipment Operation and Maintenance
101263,101263,设备运维
118754,101264,Operation and maintenance of Deep learning platform
101264,101264,深度学习平台运维
118755,101265,Implementation and Operation Maintenance
101265,101265,实施运维
118756,101266,Information Security Operation and Maintenance
101266,101266,信息安全运维
118757,101267,Business Operation and Maintenance
101267,101267,业务运维
118758,101268,Cloud platform operation and maintenance
101268,101268,云平台运维
118759,101269,Middleware Operation and Maintenance
101269,101269,中间件运维
101271,101271,Linux
101272,101272,Unix
101273,101273,Windows
101274,101274,AIX
101276,101276,SVN
101277,101277,Jenkins
101279,101279,NoSQL
101280,101280,PostgreSQL
101281,101281,Oracle
101282,101282,MySQL
101283,101283,Redis
101284,101284,SQL Server
101285,101285,MongoDB
101286,101286,DB2
118774,101288,System operation and maintenance
101288,101288,系统运维
118775,101289,Security Operation and Maintenance
101289,101289,安全运维
118776,101290,Application Operation and Maintenance
101290,101290,应用运维
118777,101291,Cluster operation and maintenance
101291,101291,集群运维
118778,101292,Desktop Operation and Maintenance
101292,101292,桌面运维
118779,101293,Virtualization Operation and Maintenance
101293,101293,虚拟化运维
101294,101294,SRE
118781,101295,Big data operation and maintenance
101295,101295,大数据运维
118782,101296,Storage Operation and Maintenance
101296,101296,存储运维
118783,101297,Automated Operation and Maintenance
101297,101297,自动化运维
118784,101298,Database operation and maintenance
101298,101298,数据库运维
118785,101299,Computer room operation and maintenance
101299,101299,机房运维
101301,101301,ELK
101302,101302,K8S
101303,101303,Zabbix
101304,101304,Ansible
101305,101305,Apache
101306,101306,Docker
101307,101307,KVM
101308,101308,Nginx
101309,101309,Tomcat
101310,101310,Centos
101311,101311,Redhat
101312,101312,Weblogic
101313,101313,CI/CD
101314,101314,CDN
101315,101315,DevOps
101316,101316,VMware
118802,101318,HTTPS protocol
101318,101318,HTTPS协议
118803,101319,IP Protocol
101319,101319,IP协议
118804,101320,HTTP protocol
101320,101320,HTTP协议
118805,101321,TCP
101321,101321,TCP协议
101323,101323,RHCSA
101324,101324,RHCE
101325,101325,OCM
101326,101326,RHCA
101327,101327,CCNP
101330,101330,SQL
101331,101331,Shell
101332,101332,Python
101334,101334,Helpdesk
118815,101335,OA system operation and maintenance
101335,101335,OA系统运维
118816,101336,OA process management
101336,101336,OA流程管理
118817,101337,IT Equipment Maintenance
101337,101337,IT设备维护
118818,101338,IT Asset Management
101338,101338,IT资产管理
118819,101339,Multimedia technical support
101339,101339,多媒体技术支持
118820,101340,Server Technical Support
101340,101340,服务器技术支持
118821,101341,Software and hardware maintenance
101341,101341,软硬件维护
118822,101342,Software Technical Support
101342,101342,软件技术支持
118823,101343,Pre-sales technical support
101343,101343,售前技术支持
118824,101344,After-sales technical support
101344,101344,售后技术支持
118825,101345,Network technical support
101345,101345,网络技术支持
118826,101346,Information system technical support
101346,101346,信息化系统技术支持
118827,101347,Audio-video technical support
101347,101347,音视频技术支持
118828,101348,Operation and maintenance technical support
101348,101348,运维技术支持
118829,101349,Remote technical support
101349,101349,远程技术支持
118830,101350,Cloud computing technology support
101350,101350,云计算技术支持
101352,101352,Linux
101353,101353,Unix
101354,101354,Windows
101355,101355,AIX
101356,101356,MacOS
101358,101358,PostgreSQL
101359,101359,Oracle
101360,101360,MySQL
101361,101361,SQL Server
101362,101362,DB2
118841,101364,Desktop Operation and Maintenance
101364,101364,桌面运维
118842,101365,Computer room operation and maintenance
101365,101365,机房运维
118843,101367,switch
101367,101367,交换机
118844,101368,Firewall
101368,101368,防火墙
118845,101369,router
101369,101369,路由器
101372,101372,SQL
101373,101373,Shell
101374,101374,Python
118849,101376,Network Management
101376,101376,网络管理
118850,101377,Network Troubleshooting
101377,101377,网络故障排除
118851,101378,Network debugging
101378,101378,网络调试
118852,101379,Network Cabling
101379,101379,网络布线
118853,101380,Network Configuration
101380,101380,网络配置
118854,101381,Network Monitoring
101381,101381,网络监控
118855,101382,Network Virtualization
101382,101382,网络虚拟化
118856,101383,Network Integration
101383,101383,网络集成
118857,101384,Network Planning
101384,101384,网络规划
118858,101385,Network Architecture
101385,101385,网络架构
101387,101387,Linux
101388,101388,Windows
101390,101390,PostgreSQL
101391,101391,MySQL
101392,101392,SQL Server
101393,101393,DB2
118865,101395,IT Technical Support
101395,101395,IT技术支持
118866,101396,Network Operation and Maintenance
101396,101396,网络运维
101398,101398,Cisco
101399,101399,HUAWEI
101400,101400,H3C
118870,101401,switch
101401,101401,交换机
118871,101402,Firewall
101402,101402,防火墙
118872,101403,router
101403,101403,路由器
118873,101405,IP Protocol
101405,101405,IP协议
118874,101406,HTTP protocol
101406,101406,HTTP协议
118875,101407,TCP
101407,101407,TCP协议
118876,101408,OSPF Protocol
101408,101408,OSPF协议
101410,101410,HCNP
101411,101411,HCNA
101412,101412,HCIE
101413,101413,CCNA
101414,101414,CCIE
101415,101415,CCNP
101416,101416,H3CIE
101419,101419,SQL
101420,101420,Shell
101421,101421,Python
118887,101423,Android Reverse Engineering
101423,101423,Android逆向
118888,101424,iOS Reverse Engineering
101424,101424,iOS逆向
118889,101425,Web Security
101425,101425,Web安全
118890,101426,Security vulnerability fixing
101426,101426,安全漏洞修复
118891,101427,Security vulnerability mining
101427,101427,安全漏洞挖掘
118892,101428,Antivirus
101428,101428,防病毒
118893,101429,Decryption
101429,101429,解密
118894,101430,encryption
101430,101430,加密
118895,101431,Network Security Equipment
101431,101431,网络安全设备
118896,101432,Cybersecurity training
101432,101432,网络安全培训
118897,101433,Cybersecurity Implementation
101433,101433,网络安全实施
118898,101434,Cybersecurity audit
101434,101434,网络安全审核
118899,101435,Network Security Management
101435,101435,网络安全管理
118900,101436,Network Security Testing
101436,101436,网络安全测试
118901,101437,Network security monitoring
101437,101437,网络安全监控
118902,101438,Network security architecture
101438,101438,网络安全架构
118903,101439,Network Attack and Defense
101439,101439,网络攻防
118904,101440,Network Security Operation and Maintenance
101440,101440,网络安全运维
118905,101441,Cybersecurity R&D
101441,101441,网络安全研发
118906,101442,Information Security
101442,101442,信息安全
118907,101443,Cloud Security
101443,101443,云安全
101445,101445,Linux
101446,101446,Windows
101448,101448,PostgreSQL
101449,101449,MySQL
101450,101450,SQL Server
101451,101451,DB2
101453,101453,IDS
101454,101454,IPS
118916,101455,Firewall
101455,101455,防火墙
101457,101457,CISP
101458,101458,CISA
101459,101459,CISSP
101462,101462,SQL
101463,101463,Shell
101464,101464,Python
101465,101465,C
101466,101466,C++
118925,101468,System Security
101468,101468,系统安全
118926,101469,Virtualization
101469,101469,虚拟化
101471,101471,Linux
101472,101472,Unix
101473,101473,Android
101474,101474,Windows
118931,101475,ADAS systems
101475,101475,ADAS系统
118932,101476,CRM System
101476,101476,CRM系统
118933,101477,AI Systems
101477,101477,AI系统
101478,101478,AIX
118935,101479,BMS System
101479,101479,BMS系统
118936,101480,OMS System
101480,101480,OMS系统
118937,101481,ROS System
101481,101481,ROS系统
118938,101482,ITSM System
101482,101482,ITSM系统
101483,101483,MacOS
118940,101484,IT Systems
101484,101484,IT系统
118941,101485,Reporting System
101485,101485,报表系统
118942,101486,Office System
101486,101486,办公系统
118943,101487,Vehicle Systems
101487,101487,车辆系统
118944,101488,TMS System
101488,101488,TMS系统
118945,101489,Security Protection System
101489,101489,安防系统
118946,101490,WMS System
101490,101490,WMS系统
118947,101491,Navigation system
101491,101491,导航系统
118948,101492,Power System
