一级,二级,技能名,技能id,技能编码,别名
语音/视频/图形开发,技术工作内容,人脸检测,100460,0/100453/100458/100460,"人脸检测,Face Detection"
语音/视频/图形开发,技术工作内容,视频监控,100461,0/100453/100458/100461,"视频监控,Video surveillance"
语音/视频/图形开发,技术工作内容,视频处理,100462,0/100453/100458/100462,"视频处理,Video Processing"
语音/视频/图形开发,技术工作内容,视频算法,100463,0/100453/100458/100463,"视频算法,Video Algorithm"
语音/视频/图形开发,技术工作内容,视频开发,100464,0/100453/100458/100464,"视频开发,Video Development"
语音/视频/图形开发,技术工作内容,识别算法,100465,0/100453/100458/100465,"识别算法,Recognition algorithm"
语音/视频/图形开发,技术工作内容,视频采集,100466,0/100453/100458/100466,"视频采集,Video Capture"
语音/视频/图形开发,技术工作内容,视频直播,100467,0/100453/100458/100467,"视频直播,Live Video"
语音/视频/图形开发,技术工作内容,视频图像,100468,0/100453/100458/100468,"视频图像,Video Image"
语音/视频/图形开发,技术工作内容,数字图像,100469,0/100453/100458/100469,"数字图像,Digital Image"
语音/视频/图形开发,技术工作内容,图像识别,100470,0/100453/100458/100470,"图像识别,Image Recognition"
语音/视频/图形开发,技术工作内容,图像分割,100471,0/100453/100458/100471,"图像分割,Image Segmentation"
语音/视频/图形开发,技术工作内容,图像增强,100472,0/100453/100458/100472,"图像增强,Image Enhancement"
语音/视频/图形开发,技术工作内容,数字信号,100473,0/100453/100458/100473,"数字信号,Digital Signal"
语音/视频/图形开发,技术工作内容,图像处理,100474,0/100453/100458/100474,"图像处理,Image Processing"
语音/视频/图形开发,技术工作内容,图像编程,100475,0/100453/100458/100475,"图像编程,Image Programming"
语音/视频/图形开发,技术工作内容,信号处理,100476,0/100453/100458/100476,"信号处理,Signal Processing"
语音/视频/图形开发,技术工作内容,音频算法,100477,0/100453/100458/100477,"音频算法,Audio Algorithms"
语音/视频/图形开发,技术工作内容,音频处理,100478,0/100453/100458/100478,"音频处理,Audio Processing"
语音/视频/图形开发,技术工作内容,音频编解码,100479,0/100453/100458/100479,"音频编解码,Audio Codec"
语音/视频/图形开发,技术工作内容,语音合成,100480,0/100453/100458/100480,"语音合成,Speech Synthesis"
语音/视频/图形开发,技术工作内容,语音信号处理,100481,0/100453/100458/100481,"语音信号处理,Speech Signal Processing"
语音/视频/图形开发,技术工作内容,语音识别,100482,0/100453/100458/100482,"语音识别,Speech Recognition"
语音/视频/图形开发,技术类型,音视频编解码,100484,0/100453/100483/100484,"音视频编解码,Audio and video codec"
语音/视频/图形开发,技术类型,嵌入式技术,100485,0/100453/100483/100485,"嵌入式技术,Embedded Technology"
语音/视频/图形开发,技术类型,流媒体技术,100486,0/100453/100483/100486,"流媒体技术,Streaming Media Technology"
语音/视频/图形开发,技术类型,图形开发,100487,0/100453/100483/100487,"图形开发,Graphics Development"
语音/视频/图形开发,技术类型,图形渲染,100488,0/100453/100483/100488,"图形渲染,Graphics Rendering"
语音/视频/图形开发,技术类型,Socket技术,100489,0/100453/100483/100489,"Socket技术,Socket Technology"
语音/视频/图形开发,后端框架,QT,100491,0/100453/100490/100491,QT
语音/视频/图形开发,后端框架,GStreamer,100492,0/100453/100490/100492,GStreamer
语音/视频/图形开发,后端框架,Libstagefright,100493,0/100453/100490/100493,Libstagefright
语音/视频/图形开发,软件开发工具,CUDA,100495,0/100453/100494/100495,CUDA
语音/视频/图形开发,软件开发工具,OpenGL,100496,0/100453/100494/100496,OpenGL
语音/视频/图形开发,软件开发工具,Shader,100497,0/100453/100494/100497,Shader
语音/视频/图形开发,深度学习框架,TensorFlow,100499,0/100453/100498/100499,TensorFlow
语音/视频/图形开发,深度学习框架,PyTorch,100500,0/100453/100498/100500,PyTorch
语音/视频/图形开发,深度学习框架,Caffe,100501,0/100453/100498/100501,Caffe
语音/视频/图形开发,深度学习框架,MXNet,100502,0/100453/100498/100502,MXNet
数据采集,计算机语言方向,SQL,100505,0/100503/100504/100505,SQL
数据采集,计算机语言方向,Python,100506,0/100503/100504/100506,Python
数据采集,计算机语言方向,Java,100507,0/100503/100504/100507,Java
数据采集,技术工作内容,架构设计,100509,0/100503/100508/100509,"架构设计,Architecture Design"
数据采集,技术工作内容,数据抓取,100510,0/100503/100508/100510,"数据抓取,Data Scraping"
数据采集,技术工作内容,数据清洗,100511,0/100503/100508/100511,"数据清洗,Data cleaning"
数据采集,技术类型,网络爬虫技术,100513,0/100503/100512/100513,"网络爬虫技术,Web crawler technology"
数据采集,技术类型,分布式爬虫,100514,0/100503/100512/100514,"分布式爬虫,Distributed Crawler"
数据采集,技术类型,分布式技术,100515,0/100503/100512/100515,"分布式技术,Distributed Technology"
数据采集,后端框架,Pyspider,100517,0/100503/100516/100517,Pyspider
数据采集,后端框架,Scrapy,100518,0/100503/100516/100518,Scrapy
数据采集,软件开发工具,MapGIS,100520,0/100503/100519/100520,MapGIS
数据采集,软件开发工具,XPath,100521,0/100503/100519/100521,XPath
数据采集,数据职能,数据仓库,100523,0/100503/100522/100523,"数据仓库,Data Warehouse"
数据采集,数据职能,数据分析,100524,0/100503/100522/100524,"数据分析,Data analysis"
数据采集,数据职能,数据挖掘,100525,0/100503/100522/100525,"数据挖掘,Data Mining"
数据采集,数据职能,数据治理,100526,0/100503/100522/100526,"数据治理,Data Governance"
数据采集,数据职能,ETL,100527,0/100503/100522/100527,ETL
数据采集,数据库类型,Oracle,100529,0/100503/100528/100529,Oracle
数据采集,数据库类型,MySQL,100530,0/100503/100528/100530,MySQL
数据采集,数据库类型,Redis,100531,0/100503/100528/100531,Redis
数据采集,数据库类型,MongoDB,100532,0/100503/100528/100532,MongoDB
数据采集,Hadoop组件/工具,Spark,100534,0/100503/100533/100534,Spark
数据采集,Hadoop组件/工具,Flume,100535,0/100503/100533/100535,Flume
数据采集,Hadoop组件/工具,Kafka,100536,0/100503/100533/100536,Kafka
数据采集,Hadoop组件/工具,Hadoop,100537,0/100503/100533/100537,Hadoop
数据采集,Hadoop组件/工具,Hbase,100538,0/100503/100533/100538,Hbase
数据采集,Hadoop组件/工具,Sqoop,100539,0/100503/100533/100539,Sqoop
数据采集,数据分析工具,SPSS,100541,0/100503/100540/100541,SPSS
数据采集,数据分析工具,SAS,100542,0/100503/100540/100542,SAS
数据采集,数据分析工具,Tableau,100543,0/100503/100540/100543,Tableau
数据采集,数据分析工具,Pandas,100544,0/100503/100540/100544,Pandas
数据采集,数据分析工具,Matlab,100545,0/100503/100540/100545,Matlab
GIS工程师,计算机语言方向,C#,100548,0/100546/100547/100548,C#
GIS工程师,计算机语言方向,CSS,100549,0/100546/100547/100549,CSS
GIS工程师,计算机语言方向,GLSL,100550,0/100546/100547/100550,GLSL
GIS工程师,计算机语言方向,Java,100551,0/100546/100547/100551,Java
GIS工程师,计算机语言方向,HTML,100552,0/100546/100547/100552,HTML
GIS工程师,技术工作内容,GIS算法,100554,0/100546/100553/100554,"GIS算法,GIS Algorithms"
GIS工程师,技术工作内容,空间数据库,100555,0/100546/100553/100555,"空间数据库,Spatial Database"
GIS工程师,技术工作内容,三维开发,100556,0/100546/100553/100556,"三维开发,3D Development"
GIS工程师,技术工作内容,三维GIS,100557,0/100546/100553/100557,"三维GIS,3D GIS"
GIS工程师,技术工作内容,三维渲染,100558,0/100546/100553/100558,"三维渲染,3D Rendering"
GIS工程师,技术工作内容,遥感,100559,0/100546/100553/100559,"遥感,remote sensing"
GIS工程师,技术工作内容,遥感影像,100560,0/100546/100553/100560,"遥感影像,Remote sensing images"
GIS工程师,后端框架,Leaflet,100562,0/100546/100561/100562,Leaflet
GIS工程师,后端框架,MapEasy,100563,0/100546/100561/100563,MapEasy
GIS工程师,软件开发工具,SuperMap,100565,0/100546/100564/100565,SuperMap
GIS工程师,软件开发工具,ArcGIS,100566,0/100546/100564/100566,ArcGIS
GIS工程师,软件开发工具,3D引擎,100567,0/100546/100564/100567,"3D引擎,3D Engine"
GIS工程师,软件开发工具,ArcCatalog,100568,0/100546/100564/100568,ArcCatalog
GIS工程师,软件开发工具,ArcMap,100569,0/100546/100564/100569,ArcMap
GIS工程师,软件开发工具,ArcEngine,100570,0/100546/100564/100570,ArcEngine
GIS工程师,软件开发工具,CesiumJS,100571,0/100546/100564/100571,CesiumJS
GIS工程师,软件开发工具,Cesium,100572,0/100546/100564/100572,Cesium
GIS工程师,软件开发工具,Erdas,100573,0/100546/100564/100573,Erdas
GIS工程师,软件开发工具,ENVI,100574,0/100546/100564/100574,ENVI
GIS工程师,软件开发工具,GeoMesa,100575,0/100546/100564/100575,GeoMesa
GIS工程师,软件开发工具,GDAL,100576,0/100546/100564/100576,GDAL
GIS工程师,软件开发工具,GeoTools,100577,0/100546/100564/100577,GeoTools
GIS工程师,软件开发工具,MapGIS,100578,0/100546/100564/100578,MapGIS
GIS工程师,软件开发工具,Mapbox,100579,0/100546/100564/100579,Mapbox
GIS工程师,软件开发工具,QGIS,100580,0/100546/100564/100580,QGIS
GIS工程师,软件开发工具,OpenGIS,100581,0/100546/100564/100581,OpenGIS
GIS工程师,软件开发工具,OSGEarth,100582,0/100546/100564/100582,OSGEarth
GIS工程师,软件开发工具,uDig,100583,0/100546/100564/100583,uDig
GIS工程师,软件开发工具,WebGL,100584,0/100546/100564/100584,WebGL
GIS工程师,软件开发工具,OpenGL,100585,0/100546/100564/100585,OpenGL
GIS工程师,GIS常用构架/平台,Gvsig,100587,0/100546/100586/100587,Gvsig
GIS工程师,GIS常用构架/平台,GeoTools,100588,0/100546/100586/100588,GeoTools
GIS工程师,GIS常用构架/平台,Mapnik,100589,0/100546/100586/100589,Mapnik
GIS工程师,GIS常用构架/平台,MapBox GL,100590,0/100546/100586/100590,MapBox GL
GIS工程师,GIS常用构架/平台,SuperMap,100591,0/100546/100586/100591,SuperMap
GIS工程师,GIS常用构架/平台,ArcGIS,100592,0/100546/100586/100592,ArcGIS
GIS工程师,GIS常用构架/平台,Gdal,100593,0/100546/100586/100593,Gdal
GIS工程师,GIS常用构架/平台,Cesium,100594,0/100546/100586/100594,Cesium
GIS工程师,GIS常用构架/平台,WorldWind,100595,0/100546/100586/100595,WorldWind
GIS工程师,GIS常用构架/平台,Openjump,100596,0/100546/100586/100596,Openjump
GIS工程师,GIS常用构架/平台,OSGEarth,100597,0/100546/100586/100597,OSGEarth
GIS工程师,GIS常用构架/平台,WebGL,100598,0/100546/100586/100598,WebGL
GIS工程师,GIS常用构架/平台,QGIS,100599,0/100546/100586/100599,QGIS
GIS工程师,数据库类型,PostgreSQL,100601,0/100546/100600/100601,PostgreSQL
GIS工程师,数据库类型,Oracle,100602,0/100546/100600/100602,Oracle
GIS工程师,数据库类型,Access,100603,0/100546/100600/100603,Access
GIS工程师,数据库类型,MySQL,100604,0/100546/100600/100604,MySQL
GIS工程师,数据库类型,SQL Server,100605,0/100546/100600/100605,SQL Server
GIS工程师,数据库类型,ArCSDE,100606,0/100546/100600/100606,ArCSDE
GIS工程师,数据库类型,PostGIS,100607,0/100546/100600/100607,PostGIS
全栈工程师,计算机语言方向,Golang,100610,0/100608/100609/100610,Golang
全栈工程师,计算机语言方向,CSS,100611,0/100608/100609/100611,CSS
全栈工程师,计算机语言方向,PHP,100612,0/100608/100609/100612,PHP
全栈工程师,计算机语言方向,Python,100613,0/100608/100609/100613,Python
全栈工程师,计算机语言方向,CSS3,100614,0/100608/100609/100614,CSS3
全栈工程师,计算机语言方向,C,100615,0/100608/100609/100615,C
全栈工程师,计算机语言方向,HTML5,100616,0/100608/100609/100616,HTML5
全栈工程师,计算机语言方向,Less,100617,0/100608/100609/100617,Less
全栈工程师,计算机语言方向,XML,100618,0/100608/100609/100618,XML
全栈工程师,计算机语言方向,Sass,100619,0/100608/100609/100619,Sass
全栈工程师,计算机语言方向,XHTML,100620,0/100608/100609/100620,XHTML
全栈工程师,计算机语言方向,Java,100621,0/100608/100609/100621,Java
全栈工程师,计算机语言方向,HTML,100622,0/100608/100609/100622,HTML
全栈工程师,计算机语言方向,C++,100623,0/100608/100609/100623,C++
全栈工程师,技术类型,微服务架构,100625,0/100608/100624/100625,"微服务架构,Microservices Architecture"
全栈工程师,技术类型,AJAX,100626,0/100608/100624/100626,AJAX
全栈工程师,技术类型,分布式技术,100627,0/100608/100624/100627,"分布式技术,Distributed Technology"
全栈工程师,技术类型,网络协议,100628,0/100608/100624/100628,"网络协议,Network Protocol"
全栈工程师,技术类型,多进程,100629,0/100608/100624/100629,"多进程,Multi-process"
全栈工程师,技术类型,消息队列,100630,0/100608/100624/100630,"消息队列,Message Queues"
全栈工程师,技术类型,数据结构,100631,0/100608/100624/100631,"数据结构,Data Structure"
全栈工程师,技术类型,多线程,100632,0/100608/100624/100632,"多线程,Multithreading"
全栈工程师,软件开发方向,全栈开发,100634,0/100608/100633/100634,"全栈开发,Full stack development"
全栈工程师,软件开发方向,.NET开发,100635,0/100608/100633/100635,".NET开发,.NET Development"
全栈工程师,软件开发方向,后端开发,100636,0/100608/100633/100636,"后端开发,Backend Development"
全栈工程师,软件开发方向,Node.js开发,100637,0/100608/100633/100637,"Node.js开发,Node.js Development"
全栈工程师,软件开发方向,前端开发,100638,0/100608/100633/100638,"前端开发,Front-end development"
全栈工程师,软件开发方向,前后端开发,100639,0/100608/100633/100639,"前后端开发,Front-end and back-end development"
全栈工程师,前端框架,JQuery,100641,0/100608/100640/100641,JQuery
全栈工程师,前端框架,Vue,100642,0/100608/100640/100642,Vue
全栈工程师,前端框架,Angular,100643,0/100608/100640/100643,Angular
全栈工程师,前端框架,Bootstrap,100644,0/100608/100640/100644,Bootstrap
全栈工程师,前端框架,AngularJS,100645,0/100608/100640/100645,AngularJS
全栈工程师,前端框架,Vue.js,100646,0/100608/100640/100646,Vue.js
全栈工程师,前端框架,React,100647,0/100608/100640/100647,React
全栈工程师,后端框架,Laravel,100649,0/100608/100648/100649,Laravel
全栈工程师,后端框架,ThinkPHP,100650,0/100608/100648/100650,ThinkPHP
全栈工程师,后端框架,Spring,100651,0/100608/100648/100651,Spring
全栈工程师,后端框架,SpringMVC,100652,0/100608/100648/100652,SpringMVC
全栈工程师,后端框架,SpringBoot,100653,0/100608/100648/100653,SpringBoot
全栈工程师,后端框架,SpringCloud,100654,0/100608/100648/100654,"SpringCloud,Spring Cloud"
全栈工程师,软件开发工具,SVN,100656,0/100608/100655/100656,SVN
全栈工程师,数据库类型,NoSQL,100658,0/100608/100657/100658,NoSQL
全栈工程师,数据库类型,MySQL,100659,0/100608/100657/100659,MySQL
全栈工程师,数据库类型,Redis,100660,0/100608/100657/100660,Redis
全栈工程师,数据库类型,MongoDB,100661,0/100608/100657/100661,MongoDB
全栈工程师,运维工具,Docker,100663,0/100608/100662/100663,Docker
全栈工程师,运维工具,Kubernetes,100664,0/100608/100662/100664,Kubernetes
其他后端开发,计算机语言方向,C#,100667,0/100665/100666/100667,C#
其他后端开发,计算机语言方向,Golang,100668,0/100665/100666/100668,Golang
其他后端开发,计算机语言方向,PHP,100669,0/100665/100666/100669,PHP
其他后端开发,计算机语言方向,C语言,100670,0/100665/100666/100670,"C语言,C"
其他后端开发,计算机语言方向,Python,100671,0/100665/100666/100671,Python
其他后端开发,计算机语言方向,Java,100672,0/100665/100666/100672,Java
其他后端开发,计算机语言方向,Ruby,100673,0/100665/100666/100673,Ruby
其他后端开发,计算机语言方向,C++,100674,0/100665/100666/100674,C++
其他后端开发,技术类型,微服务架构,100676,0/100665/100675/100676,"微服务架构,Microservices Architecture"
其他后端开发,技术类型,Socket技术,100677,0/100665/100675/100677,"Socket技术,Socket Technology"
其他后端开发,技术类型,分布式技术,100678,0/100665/100675/100678,"分布式技术,Distributed Technology"
