"一级","二级","职位名","职位id","职位编码","别名"
财务/人力资源/行政,人力资源,人力资源伙伴HRBP经理/主管,100907,"0/100860/100861/100907","人力资源伙伴HRBP经理/主管,HRBP负责人,人力资源伙伴主任,人事业务合作经理,人力资源伙伴MANAGER,HRBP主管,人事业务合作SUPERVISOR,人事业务合作LEADER,人力资源伙伴负责人,HRBP MANAGER,人力资源业务合作LEADER,人力资源伙伴LEADER,HR BP LEADER,人事业务合作负责人,HR BP SUPERVISOR,人力资源伙伴SUPERVISOR,人力资源业务合作SUPERVISOR,人力业务合作伙伴LEAD,人事业务合作主任,人事业务合作主管,HR BP主管,人力业务合作伙伴SUPERVISOR,人事业务合作LEAD,人力业务合作伙伴LEADER,人力业务合作伙伴负责人,人力业务合作伙伴经理,HR BP经理,HRBP LEAD,HRBP SUPERVISOR,HR BP LEAD,人力资源业务合作主任,人力资源业务合作LEAD,HRBP主任,人力资源业务合作经理,人力业务合作伙伴MANAGER,人力资源业务合作主管,HR BP主任,人力资源伙伴经理,人事业务合作MANAGER,HRBP LEADER,人力资源伙伴LEAD,人力业务合作伙伴主管,人力资源业务合作MA"
财务/人力资源/行政,人力资源,人力资源伙伴HRBP,100908,"0/100860/100861/100908","人力资源伙伴HRBP,HR BP ASSISTANT,人事业务合作OFFICER,人力资源业务合作ASSISTANT,HRBP ASSISTANT,人事业务合作助理,人力资源伙伴OFFICER,人力资源伙伴SPECIALIST,HR BP专员,人力资源业务合作担当,HRBP专员,人力资源伙伴担当,人力业务合作伙伴ASSISTANT,HRBP OFFICER,人力业务合作伙伴助理,HRBP担当,HR BP担当,HR BP助理,人事业务合作专员,人力资源业务合作专员,HRBP助理,人力资源伙伴助理,HR BP SPECIALIST,人事业务合作ASSISTANT,人力业务合作伙伴OFFICER,人事业务合作SPECIALIST,人力业务合作伙伴专员,HR BP OFFICER,人力资源伙伴ASSISTANT,人力业务合作伙伴担当,人力资源业务合作SPECIALIST,人力资源业务合作助理,HRBP SPECIALIST,人力资源伙伴专员,人事业务合作担当,人力业务合作伙伴SPECIALIST,人力资源业务合作OFFICER,人力资源伙伴岗,HRBP"
财务/人力资源/行政,人力资源,人力资源共享服务中心SSC总监,100909,"0/100860/100861/100909","人力资源共享服务中心SSC总监,人事共享中心总经理,人力共享中心总监,人力资源共享总监,SSC DIRECTOR,HR-SSC总经理,HR SSC GENERAL MANAGER,人力共享中心HEAD,人事资源共享部长,HR SSC HEAD,HR SSC总经理,HRSSC DIRECTOR,人事共享中心HEAD,HRSSC部长,SSC HEAD,SSC总监,人力共享中心GENERAL MANAGER,HRSSC总经理,HR SSC DIRECTOR,HR-SSC部长,人事资源共享GENERAL MANAGER,人事资源共享总监,人事资源共享HEAD,人事共享中心总监,人力资源共享DIRECTOR,SSC总经理,人事资源共享DIRECTOR,SSC GENERAL MANAGER,人力资源共享GENERAL MANAGER,人力共享中心总经理,人力资源共享部长,人事共享中心GENERAL MANAGER,HR-SSC GENERAL MANAGER,HRSSC GENERAL MANAGER,人事资源共享总经理,HRSSC总监,HR SSC总监,人事共享中心DIRECTOR,人力共享中心部长,人力资源共享HEAD,SSC部长,HRSSC HEAD,HR SSC部长,人力共享中心DIRECTOR,人力资源共享总经理,HR-SSC HEAD,人事共享中心部长,HR-SSC DIRECTOR,H"
财务/人力资源/行政,人力资源,人力资源共享服务中心SSC经理/主管,100910,"0/100860/100861/100910","人力资源共享服务中心SSC经理/主管,HRSSC LEADER,SSC负责人,HR-SSC负责人,人力共享中心经理,人力共享中心主任,人力共享中心LEADER,HR SSC LEAD,HR-SSC LEADER,HR SSC负责人,HRSSC经理,HR-SSC MANAGER,SSC主管,HR-SSC主任,人事资源共享LEADER,HR-SSC主管,SSC经理,人事资源共享主任,人事共享中心SUPERVISOR,HR SSC LEADER,人事共享中心MANAGER,人事共享中心主管,人事资源共享MANAGER,HRSSC负责人,人力资源共享负责人,HR-SSC经理,HR SSC经理,人力资源共享LEAD,HRSSC LEAD,人事资源共享负责人,人力共享中心LEAD,HR SSC SUPERVISOR,HRSSC SUPERVISOR,SSC主任,HR-SSC LEAD,SSC LEADER,人事共享中心LEAD,HR SSC主管,人事资源共享LEAD,HRSSC主任,SSC LEAD,人事资源共享SUPERVISOR,人力资源共享主任,人事共享中心经理,HRSSC MANAGER,人事资源共享主管,人事共享中心负责人,人力资源共享SUPERVISOR,人事资源共享经理,HR SSC MANAGER,人力共享中心负责人,人事共享中心主任,人"
财务/人力资源/行政,人力资源,人力资源共享服务中心SSC,100911,"0/100860/100861/100911","人力资源共享服务中心SSC,人力共享中心ASSISTANT,HRSSC担当,人力共享中心SPECIALIST,人事资源共享助理,人力共享中心专员,HR SSC SPECIALIST,人事共享中心ASSISTANT,SSC SPECIALIST,人事共享中心助理,人事共享中心担当,人事资源共享专员,HR-SSC专员,HR SSC ASSISTANT,人事资源共享担当,人力资源共享助理,人力资源共享SPECIALIST,HR SSC担当,HR-SSC助理,HR SSC助理,HRSSC助理,人力资源共享担当,人力共享中心助理,HR-SSC ASSISTANT,HRSSC SPECIALIST,HR SSC OFFICER,人力共享中心OFFICER,SSC担当,人力资源共享OFFICER,HR SSC专员,人力资源共享ASSISTANT,人事共享中心SPECIALIST,人力共享中心担当,SSC专员,人力资源共享专员,HR-SSC OFFICER,SSC ASSISTANT,HR-SSC SPECIALIST,HRSSC ASSISTANT,HRSSC专员,HR-SSC担当,人事资源共享OFFICER,SSC OFFICER,人事共享中心专员,人事资源共享ASSISTANT,HRSSC OFFICER,人事共享中心OFFICER,人事资源共享SPECIALIST,SSC助理,人力资源共享服务"
财务/人力资源/行政,人力资源,人事信息系统HRIS管理总监,100912,"0/100860/100861/100912","人事信息系统HRIS管理总监,HRIS DIRECTOR,HRIS部长,人事信息系统总监,人事信息系统HEAD,HRIS总监,HRIS HEAD,HRIS GENERAL MANAGER,人事信息系统总经理,人事信息系统部长,人事信息系统DIRECTOR,人事信息系统GENERAL MANAGER,HRIS总经理,HR总监,HRIS Management Director"
财务/人力资源/行政,人力资源,人事信息系统HRIS管理经理/主管,100913,"0/100860/100861/100913","人事信息系统HRIS管理经理/主管,人事信息系统MANAGER,HRIS MANAGER,HRIS主任,人事信息系统经理,HRIS LEADER,HRIS SUPERVISOR,人事信息系统主管,HRIS负责人,HRIS经理,HRIS主管,HRIS LEAD,人事信息系统SUPERVISOR,人事信息系统负责人,人事信息系统LEAD,人事信息系统LEADER,人事信息系统主任,HRIS Manager/Supervisor"
财务/人力资源/行政,人力资源,人事信息系统HRIS管理,100914,"0/100860/100861/100914","人事信息系统HRIS管理,HRIS助理,HRIS担当,HRIS ASSISTANT,HRIS专员,人事信息系统助理,HRIS SPECIALIST,人事信息系统专员,人事信息系统SPECIALIST,人事信息系统ASSISTANT,人事信息系统担当,HRIS OFFICER,人事信息系统OFFICER,人事信息系统岗,HRIS Management"
财务/人力资源/行政,人力资源,猎头顾问/助理,100915,"0/100860/100861/100915","猎头顾问/助理,HEAD-HUNTER助理,HEAD,HEAD HUNTER经理,猎头LEAD,猎头SPECIALIST,HEAD HUNTER LEADER,HEAD HUNTER负责人,猎头顾问,HEAD-HUNTER ASSISTANT,猎头负责人,HEAD HUNTER助理,猎头LEADER,HEAD HUNTER,HEAD HUNTER MANAGER,猎头助理,HEAD-HUNTER SPECIALIST,猎头担当,HEAD HUNTER担当,HEAD-HUNTER经理,HEAD-HUNTER顾问,HEAD HUNTER LEAD,HEAD-HUNTER负责人,猎头经理,HEAD-HUNTER LEAD,HEAD-HUNTER LEADER,猎头MANAGER,猎头ASSISTANT,HEAD HUNTER顾问,HEAD-HUNTER担当,HEAD HUNTER ASSISTANT,猎头,HEAD HUNTER SPECIALIST,HEAD-HUNTER MANAGER,人才中介,人才寻访,寻访,人才顾问,Headhunter Consultant/Assistant"
财务/人力资源/行政,行政/后勤/文秘,行政总监,100917,"0/100860/100916/100917","行政总监,行政DIRECTOR,ADMINISTRATION部长,PERSONNEL ADMINISTRATION DIRECTOR,行政GENERAL MANAGER,PERSONNEL ADMINISTRATION总监,PERSONNEL ADMINISTRATION总经理,PERSONNEL ADMINISTRATION GENERAL MANAGER,ADMINISTRATION总经理,ADMINISTRATION GENERAL MANAGER,ADMINISTRATION总监,ADMINISTRATION HEAD,ADMINISTRATION DIRECTOR,PERSONNEL ADMINISTRATION HEAD,PERSONNEL ADMINISTRATION部长,行政HEAD,行政部长,行政总经理,行政副总,Executive Director"
财务/人力资源/行政,行政/后勤/文秘,行政经理/主管,100918,"0/100860/100916/100918","行政经理/主管,PERSONNEL ADMINISTRATION LEADER,ADMINISTRATION MANAGER,ADMINISTRATION主管,PERSONNEL ADMINISTRATION主任,ADMINISTRATION主任,ADMINISTRATION经理,ADMINISTRATION LEAD,PERSONNEL ADMINISTRATION SUPERVISOR,ADMINISTRATION SUPERVISOR,行政SUPERVISOR,PERSONNEL ADMINISTRATION主管,行政LEADER,PERSONNEL ADMINISTRATION负责人,行政MANAGER,ADMINISTRATION负责人,ADMINISTRATION LEADER,PERSONNEL ADMINISTRATION MANAGER,PERSONNEL ADMINISTRATION LEAD,PERSONNEL ADMINISTRATION经理,行政LEAD,行政经理,行政主任,行政主管,行政负责人,行政管理,Administrative Manager/Supervisor"
财务/人力资源/行政,行政/后勤/文秘,行政专员/助理,100919,"0/100860/100916/100919","行政专员/助理,ADMINISTRATION助理,行政ASSISTANT,行政OFFICER,ADMINISTRATION专员,ADMINISTRATION担当,PERSONNEL ADMINISTRATION专员,PERSONNEL ADMINISTRATION助理,ADMINISTRATION OFFICER,ADMINISTRATION ASSISTANT,PERSONNEL ADMINISTRATION SPECIALIST,行政担当,ADMINISTRATION SPECIALIST,PERSONNEL ADMINISTRATION担当,行政SPECIALIST,PERSONNEL ADMINISTRATION OFFICER,PERSONNEL ADMINISTRATION ASSISTANT,行政前台,行政员,行政助理,Administrative Specialist/Assistant"
财务/人力资源/行政,行政/后勤/文秘,助理/秘书/文员,100920,"0/100860/100916/100920","助理/秘书/文员,SECRETARY,秘书,文秘,文员,Assistant/Secretary/Clerk"
财务/人力资源/行政,行政/后勤/文秘,前台/总机/接待,100921,"0/100860/100916/100921","前台/总机/接待,接待,SECRETARY,OPERATOR,RECEPTIONIST,OFFICE CLERK,CLERK,总机,RECEPTION AND SECRETARY,前台,CLERICALSTAFF,SECRETARIAL CLERK,Front desk/Operator/Reception"
财务/人力资源/行政,行政/后勤/文秘,后勤/总务总监,100922,"0/100860/100916/100922","后勤/总务总监,后勤部长,总务总经理,总务总监,后勤总监,后勤总经理,总务部长,Logistics/General Affairs Director"
财务/人力资源/行政,行政/后勤/文秘,后勤/总务经理/主任,100923,"0/100860/100916/100923","后勤/总务经理/主任,总务主任,后勤主管,后勤处长,后勤科长,总务主管,后勤主任,总务科长,总务处长,后勤经理,总务经理,Logistics/General Affairs Manager/Director"
IT互联网,设计类,设计总监,101203,"0/101201/101202/101203","设计总监,DESIGN DIRECTOR,设计副总,设计总经理,CHIEF DESIGNER,LEAD DESIGNER,DESIGN GENERAL MANAGER,首席设计,主设计"
IT互联网,设计类,设计经理/主管,101204,"0/101201/101202/101204","设计经理/主管,DESIGN LEADER,DESIGN MANAGER,DESIGN SUPERVISOR,设计负责人,设计经理,设计主管,设计主任,Design Manager/Supervisor"
IT互联网,设计类,视觉设计总监,101207,"0/101201/101202/101207","视觉设计总监,VISUAL DESIGN DIRECTOR,视觉设计总经理,视觉设计副总"
IT互联网,设计类,视觉设计经理,101208,"0/101201/101202/101208","视觉设计经理,VISUAL DESIGN MANAGER,VISUAL DESIGN SUPERVISOR,视觉设计主任,视觉设计主管,视觉设计负责人,视觉设计管理"
IT互联网,设计类,视觉设计师,101209,"0/101201/101202/101209","视觉设计师,VISUAL DESIGNER,视觉设计员,视觉设计专家"
IT互联网,设计类,视觉设计助理,101210,"0/101201/101202/101210","视觉设计助理,VISUAL ASSISTANT,Visual Design Assistant"
IT互联网,设计类,平面设计总监,101211,"0/101201/101202/101211","平面设计总监,GRAPHIC DESIGN DIRECTOR,平面设计副总,平面设计总经理"
IT互联网,设计类,平面设计主管/经理,101212,"0/101201/101202/101212","平面设计主管/经理,平面设计主任,平面设计主管,平面设计管理,平面设计经理,平面设计负责人,GRAPHIC DESIGN SUPERVISOR,GRAPHIC DESIGN MANAGER,Graphic Design Supervisor/Manager"
IT互联网,设计类,平面设计助理,101214,"0/101201/101202/101214","平面设计助理,GRAPHIC DESIGN ASSISTANT"
IT互联网,设计类,UI设计总监,101215,"0/101201/101202/101215","UI设计总监,UI DESIGN DIRECTOR,UI总监,UI副总,UI总经理,User Interface副总,User Interface总监,User Interface总经理,User Interface DESIGN DIRECTOR"
IT互联网,设计类,UI设计主管/经理,101216,"0/101201/101202/101216","UI设计主管/经理,UI DESIGN MANAGER,UI DESIGN SUPERVISOR,UI主管,UI主任,UI管理,UI负责人,UI经理,User Interface DESIGN MANAGER,User Interface DESIGN SUPERVISOR,User Interface主任,User Interface主管,User Interface管理,User Interface经理,User Interface负责人,UI Design Supervisor/Manager"
IT互联网,设计类,UI设计师,101217,"0/101201/101202/101217","UI设计师,UI DESIGNER,UI员,UI设计,UI交互,UI师,User Interface DESIGNER,User Interface设计,User Interface师,User Interface员,User Interface交互"
IT互联网,设计类,UI设计助理,101218,"0/101201/101202/101218","UI设计助理,UI助理,UI DESIGN ASSISTANT,User Interface助理,User Interface DESIGN ASSISTANT"
IT互联网,设计类,三维设计总监,101219,"0/101201/101202/101219","三维设计总监,三维设计副总,三维设计总经理,3D DESIGN DIRECTOR,3D设计副总,3D设计总监,3D设计总经理"
IT互联网,设计类,三维设计主管/经理,101220,"0/101201/101202/101220","三维设计主管/经理,三维设计主管,三维设计主任,三维设计经理,三维设计管理,三维设计负责人,3D DESIGN MANAGER,3D DESIGN SUPERVISOR,3D设计主任,3D设计主管,3D设计管理,3D设计经理,3D设计负责人,3D模型经理,3D模型主任,3D模型主管,3D模型负责人,三维建模经理,三维建模主管,三维建模主任,三维建模负责人,3D Design Supervisor/Manager"
IT互联网,设计类,三维设计师,101221,"0/101201/101202/101221","三维设计师,三维设计员,三维设计专家,3D DESIGNER,3D设计专家,3D设计员,3D设计师,3D模型设计师,三维模型设计师,三维建模师,3D建模师"
IT互联网,设计类,三维设计助理,101222,"0/101201/101202/101222","三维设计助理,3D DESIGN ASSISTANT,3D设计助理"
IT互联网,设计类,网页设计总监,101223,"0/101201/101202/101223","网页设计总监,网页设计副总,网页设计总经理,WEB DESIGN DIRECTOR,Webpage Design Director"
IT互联网,设计类,网页设计主管/经理,101224,"0/101201/101202/101224","网页设计主管/经理,网页设计主任,网页设计主管,网页设计经理,网页设计管理,网页设计负责人,WEB DESIGN SUPERVISOR,WEB DESIGN MANAGER,Webpage Design Supervisor/Manager"
IT互联网,设计类,网页设计师,101225,"0/101201/101202/101225","网页设计师,WEB DESIGNER,网页设计专家,网页设计员,网页设计,Webpage Designer"
IT互联网,设计类,网页设计助理,101226,"0/101201/101202/101226","网页设计助理,WEB DESIGN ASSISTANT,Webpage Design Assistant"
IT互联网,设计类,插画师,101227,"0/101201/101202/101227","插画师,插画,手绘,Illustrator"
IT互联网,设计类,广告设计总监,101229,"0/101201/101202/101229","广告设计总监,广告设计副总,广告设计总经理,ADVERTISING DESIGN DIRECTOR"
IT互联网,设计类,广告设计经理,101230,"0/101201/101202/101230","广告设计经理,ADVERTISING DESIGN MANAGER,ADVERTISING DESIGN SUPERVISOR,广告设计主管,广告设计主任,广告设计管理,广告设计负责人"
IT互联网,设计类,广告设计师,101231,"0/101201/101202/101231","广告设计师,ADVERTISING DESIGNER,广告设计员,广告设计专家"
IT互联网,设计类,广告设计助理,101232,"0/101201/101202/101232","广告设计助理,ADVERTISING DESIGN ASSISTANT"
IT互联网,设计类,包装设计总监,101233,"0/101201/101202/101233","包装设计总监,PACKAGE DESIGN DIRECTOR,包装设计副总,包装设计总经理,Packaging Design Director"
IT互联网,设计类,包装设计主管/经理,101234,"0/101201/101202/101234","包装设计主管/经理,包装设计主管,包装设计主任,包装设计管理,包装设计负责人,PACKAGE DESIGN MANAGER,PACKAGE DESIGN SUPERVISOR,包装设计经理,Packaging Design Supervisor/Manager"
IT互联网,设计类,包装设计师,101235,"0/101201/101202/101235","包装设计师,PACKAGE DESIGNER,包装师,包装员,包装专家,包装设计,包装顾问,包装防护,包装美工,包装研发,包装海报,包装材料,包装插画,包装排版,包装开发,包装印前,包装产品,包材设计,包材研发,PACKAGING SPECIALIST,Packaging Designer"
IT互联网,设计类,包装设计助理,101236,"0/101201/101202/101236","包装设计助理,PACKAGE DESIGN ASSISTANT,Packaging Design Assistant"
IT互联网,设计类,APP设计总监,101237,"0/101201/101202/101237","APP设计总监,APP DESIGN DIRECTOR,APP设计副总,APP设计总经理"
IT互联网,设计类,APP设计经理/主管,101238,"0/101201/101202/101238","APP设计经理/主管,APP设计主管,APP设计主任,APP设计管理,APP设计负责人,APP DESIGN MANAGER,APP DESIGN SUPERVISOR,APP设计经理,APP Design Manager/Supervisor"
IT互联网,设计类,APP设计师,101239,"0/101201/101202/101239","APP设计师,APP DESIGNER,APP设计,APP设计专家,APP设计员,APP交互"
IT互联网,设计类,APP设计助理,101240,"0/101201/101202/101240","APP设计助理,APP DESIGN ASSISTANT"
IT互联网,设计类,多媒体设计总监,101241,"0/101201/101202/101241","多媒体设计总监,MULTIMEDIA DESIGN DIRECTOR,多媒体设计副总,多媒体设计总经理"
IT互联网,设计类,多媒体设计经理/主管,101242,"0/101201/101202/101242","多媒体设计经理/主管,多媒体设计主管,多媒体设计主任,多媒体设计管理,多媒体设计负责人,MULTIMEDIA DESIGN SUPERVISOR,MULTIMEDIA DESIGN MANAGER,多媒体设计经理,Multimedia Design Manager/Supervisor"
IT互联网,设计类,多媒体设计师,101243,"0/101201/101202/101243","多媒体设计师,MULTIMEDIA DESIGNER,多媒体设计员,多媒体设计专家,多媒体设计"
IT互联网,设计类,多媒体设计助理,101244,"0/101201/101202/101244","多媒体设计助理,MULTIMEDIA DESIGN ASSISTANT"
IT互联网,设计类,Flash设计师,101245,"0/101201/101202/101245","Flash设计师,FLASH,Flash Designer"
IT互联网,设计类,交互设计总监,101246,"0/101201/101202/101246","交互设计总监,Interaction design DIRECTOR,Interaction design总监,Interaction design副总,Interaction design总经理,交互设计副总,交互设计总经理"
IT互联网,设计类,交互设计经理/主管,101247,"0/101201/101202/101247","交互设计经理/主管,INTERACTION DESIGN MANAGER,INTERACTION DESIGN SUPERVISOR,交互设计主任,交互设计主管,交互设计管理,交互设计经理,交互设计负责人,Interaction Design Manager/Supervisor"
IT互联网,设计类,交互设计师,101248,"0/101201/101202/101248","交互设计师,INTERACTION DESIGNER,Interaction design专家,Interaction design员,Interaction design师,交互设计专家,交互设计员"
IT互联网,设计类,交互设计助理,101249,"0/101201/101202/101249","交互设计助理,INTERACTION DESIGN ASSISTANT,Interaction design助理"
IT互联网,设计类,通信/无线设计师,101251,"0/101201/101202/101251","通信/无线设计师,无线设计,通信设计,Communications/Wireless Designer"
IT互联网,设计类,硬件交互设计师,101252,"0/101201/101202/101252","硬件交互设计师,硬件交互设计,Hardware interaction designer"
